text,intent,response,entities
Provide information about fx remittance info. [b7a9ba],fx_remittance_info,Foreign exchange remittance information will be shared.,{}
"Please, i earn 50000 can i get personal borrowing .",loan_eligibility_request,Certainly. Please share your income and employment details to verify eligibility.,{}
Please make loan payment,loan_payment,Payment received. Reference: TXN18896991.,"{""account_number"": ""1010427974"", ""txn_id"": ""TXN93549210"", ""date"": ""2025-03-26"", ""amount"": ""\u20b9137,613""}"
I need help with salary credit issue. [a76045],salary_credit_issue,Salary credit issue logged. Please provide employer details.,{}
Would you I need help with greet. [ab1646] asap.,greet,"Hello, how may I assist you?",{}
need receipt for txn,receipt_request,Receipt will be sent to your registered email.,"{""account_number"": ""6246988967"", ""txn_id"": ""TXN62182247"", ""date"": ""2024-10-24""}"
calculate emi for 500000 12 months,emi_result,"Estimated EMI for Rs. 500,000 over 12 months at 8.5% is Rs. 43,680/month.","{""amount"":500000,""tenure"":12}"
"Please, Provide information about transaction dispute. [f282e6]",transaction_dispute,Information for transaction dispute: please provide further details.,{}
Kindly credit facility eligibility look up please.,loan_eligibility_question,"Okay. I can help. Please provide age, employment type, monthly income, work experience, and CIBIL score (if available). Let me know if you need anything else.",{}
Where is the closest ATM? [9f96e7] asap.,atm_locator,Sure. Nearest ATMs will be shown based on your location. Let me know if you need anything else.,{}
Provide information about fx remittance info. [ec908d],fx_remittance_info,Foreign exchange remittance information will be shared.,{}
Provide information about loan statement request. [50498c],loan_statement_request,Understood. Please provide the requested details to proceed with your loan request.,{}
status of my request please,track_service_request,Service request status is In Progress.,{}
I need help with branch locator. [cc8c15],branch_locator,Information for branch locator: please provide further details.,{}
What is the eligibility criteria for a personal loan? [a860de],loan_eligibility_check,Provide salary details for eligibility assessment.,{}
"Please, borrowing options please today.",loan_type_select,"Please choose a loan type: Personal, Home, Gold, or Business.",{}
What will be the EMI for Rs. 101484 over 36 months?,emi_calculator,EMI calculated. Please provide amount and tenure.,"{""amount"": ""101484"", ""tenure"": 36}"
Could you card problem please.,card_select_type,"Noted. Sure, is this regarding a Debit Card or a Credit Card? Please confirm.",{}
Provide information about fx remittance info. [547bdf],fx_remittance_info,EMI calculated. Please provide amount and tenure to proceed.,{}
"Please, Provide information about credit debit card activation. [843417] asap.",credit_card_activation,Certainly. Credit card activation successful. Thank you.,{}
I need help with loan payment. [d9fd94],loan_payment,Payment received. Reference: TXN93291369.,{}
Would you Provide information about salary credit issue. [451fea] thanks.,salary_credit_issue,Understood. Salary credit issue logged. Please provide employer details. Let me know if you need anything else.,{}
Would you Send me my account statement for last month. [da182f] now.,statement_request,Certainly. Statement will be delivered to your registered email. Thank you.,{}
I need help with standing instruction setup. [8b14f5],standing_instruction_setup,Standing instruction setup completed.,{}
Please Provide information about account access issue. [c90e59],account_access_issue,Sure. We have logged your access issue and will assist shortly. Let me know if you need anything else.,{}
Would you Would you I want to apply for a personal loan. [b472fd] asap.,loan_application,Understood. Please provide the requested details to proceed with your loan request. Thank you.,{}
Please I need help with my credit card now.,card_select_type,"Sure, is this regarding a Debit Card or a Credit Card?",{}
Please monthly statement,statement_request,Statement will be delivered to your registered email.,"{""account_number"": ""2280156193"", ""txn_id"": ""TXN18374550"", ""date"": ""2024-05-01""}"
Please I want to close my account. [af826f] kindly.,account_closure,Certainly. Account closure request received and under review. Thank you.,{}
"Please, Provide information about goodbye. [0026b3] kindly.",goodbye,Okay. Goodbye. Have a good day. Please confirm.,{}
Could you Show quarterly installment calculation.,emi_type_quarterly,Understood. Sure! Your EMI will be paid once every 3 months.,{}
Would you I need help with salary credit issue. [0d794a] .,salary_credit_issue,Understood. Salary credit issue logged. Please provide employer details. Let me know if you need anything else.,{}
Please Provide information about credit card status info. [7496f1] asap.,card_status_info,Okay. Please provide the card ending digits to proceed. Please confirm.,{}
Could you What is the eligibility criteria for a personal loan? [0b12bc] asap.,loan_eligibility_check,Certainly. You must have a stable income and good credit history to qualify for a home loan. Thank you.,{}
Kindly I need help with credit card activation. [cb8246] asap.,credit_card_activation,Sure. Credit card activation successful. Please confirm.,{}
Provide information about pancard update. [d559ad],pancard_update,Information for pancard update: please provide further details.,{}
Provide information about fixed deposit renewal. [d05418],fixed_deposit_renewal,FD renewal processed.,{}
Provide information about pancard update. [717557],pancard_update,PAN update request received.,{}
Please loan options please kindly.,loan_type_select,"Sure. Which loan would you like to explore: Personal, Home, Gold, or Business? Let me know if you need anything else.",{}
"Please, request tax certificate please thanks.",tax_certificate_request,Certainly. Tax certificate request received. Please confirm.,{}
I want to report a fraudulent transaction. [3f1f1d],report_fraud,Information for report fraud: please provide further details.,{}
